RAP	MSU
Os10g0389000	LOC_Os10g25010
Os10g0389200	LOC_Os10g25030
Os10g0389300	LOC_Os10g25040
Os10g0389500	LOC_Os10g25060
Os10g0389800	LOC_Os10g25090
Os10g0390100	LOC_Os10g25110
Os10g0390500	LOC_Os10g25130
Os10g0390600	LOC_Os10g25140
Os10g0391100	LOC_Os10g25200
Os10g0392700	LOC_Os10g25320
Os10g0392650	LOC_Os10g25320
Os10g0393100	LOC_Os10g25360
Os10g0393600	LOC_Os10g25380
Os10g0393700	LOC_Os10g25380
Os10g0394100	LOC_Os10g25430
Os10g0394200	LOC_Os10g25450
Os10g0395000	LOC_Os10g25550
Os10g0395150	LOC_Os10g25565
Os10g0395400	LOC_Os10g25590
Os10g0395500	LOC_Os10g25600
Os10g0396300	LOC_Os10g25674
Os10g0396400	LOC_Os10g25680
Os10g0396666	LOC_Os10g25680
Os10g0397200	LOC_Os10g25770
Os10g0397400	LOC_Os10g25780
Os10g0397800	LOC_Os10g25830
Os10g0397900	LOC_Os10g25850
Os10g0398100	LOC_Os10g25870
Os10g0400100	LOC_Os10g26050
Os10g0400200	LOC_Os10g26060
Os10g0400500	LOC_Os10g26110
Os10g0400800	LOC_Os10g26130
Os10g0400900	LOC_Os10g26140
Os10g0401100	LOC_Os10g26164
Os10g0402200	LOC_Os10g26280
Os10g0402400	LOC_Os10g26290
Os10g0403000	LOC_Os10g26340
Os10g0404300	LOC_Os10g26460
Os10g0404533	LOC_Os10g26470
Os10g0404566	LOC_Os10g26470
Os10g0404500	LOC_Os10g26470
Os10g0404900	LOC_Os10g26500
Os10g0405100	LOC_Os10g26520
Os10g0405300	LOC_Os10g26540
Os10g0405600	LOC_Os10g26570
None	LOC_Os10g26590
Os10g0406100	LOC_Os10g26600
Os10g0406400	LOC_Os10g26630
Os10g0406600	LOC_Os10g26640
Os10g0406800	LOC_Os10g26660
Os10g0406900	LOC_Os10g26670
Os10g0407000	LOC_Os10g26680
Os10g0407100	LOC_Os10g26690
Os10g0407200	LOC_Os10g26700
Os10g0409400	LOC_Os10g26940
Os10g0409900	LOC_Os10g26990
Os10g0410600	LOC_Os10g27050
Os10g0411100	LOC_Os10g27110
Os10g0411700	LOC_Os10g27174
Os10g0411800	LOC_Os10g27190
Os10g0412000	LOC_Os10g27220
Os10g0412100	LOC_Os10g27230
Os10g0413400	LOC_Os10g27330
Os10g0413500	LOC_Os10g27340
Os10g0414100	LOC_Os10g27400
Os10g0414500	LOC_Os10g27450
Os10g0414800	LOC_Os10g27480
Os10g0415100	LOC_Os10g27980
Os10g0415200	LOC_Os10g27990
Os10g0415300	LOC_Os10g28000
Os10g0415600	LOC_Os10g28020
Os10g0415800	LOC_Os10g28030
Os10g0415900	LOC_Os10g28040
Os10g0416100	LOC_Os10g28050
Os10g0416200	LOC_Os10g28060
Os10g0416500	LOC_Os10g28080
Os10g0416800	LOC_Os10g28120
Os10g0417200	LOC_Os10g28160
Os10g0417300	LOC_Os10g28170
Os10g0417600	LOC_Os10g28200
Os10g0418000	LOC_Os10g28230
Os10g0418100	LOC_Os10g28240
Os10g0419100	LOC_Os10g28320
Os10g0419200	LOC_Os10g28330
Os10g0419300	LOC_Os10g28340
Os10g0419400	LOC_Os10g28350
Os10g0419500	LOC_Os10g28360
Os10g0419600	LOC_Os10g28370
Os10g0420400	LOC_Os10g28440
Os10g0421000	LOC_Os10g28520
Os10g0421700	LOC_Os10g28590
Os10g0421800	LOC_Os10g28600
Os10g0422000	LOC_Os10g28610
Os10g0422075	LOC_Os10g28610
Os10g0422200	LOC_Os10g28630
Os10g0422300	LOC_Os10g28640
Os10g0422500	LOC_Os10g28660
Os10g0423300	LOC_Os10g28760
Os10g0423400	LOC_Os10g28770
NA	LOC_Os10g28780
Os10g0423800	LOC_Os10g28810
Os10g0423900	LOC_Os10g28820
None	LOC_Os10g28975
Os10g0425700	LOC_Os10g29020
Os10g0425900	LOC_Os10g29050
None	LOC_Os10g29100
Os10g0426600	LOC_Os10g29110
None	LOC_Os10g29120
None	LOC_Os10g29150
Os10g0427300	LOC_Os10g29180
None	LOC_Os10g29190
Os10g0427600	LOC_Os10g29220
None	LOC_Os10g29230
None	LOC_Os10g29260
None	LOC_Os10g29290
Os10g0428500	LOC_Os10g29310
None	LOC_Os10g29340
Os10g0429200	LOC_Os10g29370
Os10g0429300	LOC_Os10g29380
Os10g0430200	LOC_Os10g29470
Os10g0430900	LOC_Os10g29540
Os10g0431000	LOC_Os10g29560
Os10g0431900	LOC_Os10g29620
Os10g0432300	LOC_Os10g29660
Os10g0434200	LOC_Os10g29750
Os10g0434650	LOC_Os10g29790
Os10g0436850	LOC_Os10g30054
Os10g0436800	LOC_Os10g30054
Os10g0436900	LOC_Os10g30070
Os10g0437000	LOC_Os10g30080
Os10g0437100	LOC_Os10g30090
Os10g0437200	LOC_Os10g30100
Os10g0437400	LOC_Os10g30140
Os10g0437500	LOC_Os10g30150
Os10g0437600	LOC_Os10g30156
Os10g0438000	LOC_Os10g30190
Os10g0438100	LOC_Os10g30200
Os10g0438600	LOC_Os10g30290
Os10g0438700	LOC_Os10g30300
Os10g0439100	LOC_Os10g30330
Os10g0439200	LOC_Os10g30340
None	LOC_Os10g30360
Os10g0439600	LOC_Os10g30370
Os10g0439700	LOC_Os10g30380
Os10g0439666	LOC_Os10g30380
Os10g0439800	LOC_Os10g30390
Os10g0439924	LOC_Os10g30410
Os10g0440100	LOC_Os10g30420
Os10g0440500	LOC_Os10g30450
Os10g0441800	LOC_Os10g30520
Os10g0441900	LOC_Os10g30530
Os10g0442000	LOC_Os10g30540
Os10g0442100	LOC_Os10g30550
Os10g0442400	LOC_Os10g30560
Os10g0442600	LOC_Os10g30580
Os10g0442800	LOC_Os10g30600
Os10g0443000	LOC_Os10g30620
Os10g0443100	LOC_Os10g30620
Os10g0443200	LOC_Os10g30640
Os10g0444400	LOC_Os10g30750
Os10g0444600	LOC_Os10g30770
Os10g0444700	LOC_Os10g30790
None	LOC_Os10g30840
Os10g0445500	LOC_Os10g30860
Os10g0445600	LOC_Os10g30870
Os10g0446200	LOC_Os10g30910
Os10g0446400	LOC_Os10g30944
Os10g0447100	LOC_Os10g31000
Os10g0447600	LOC_Os10g31030
Os10g0447900	LOC_Os10g31040
Os10g0452800	LOC_Os10g31520
None	LOC_Os10g31650
Os10g0455900	LOC_Os10g31770
Os10g0456100	LOC_Os10g31780
Os10g0456200	LOC_Os10g31790
Os10g0456400	LOC_Os10g31810
Os10g0456500	LOC_Os10g31820
Os10g0456550	LOC_Os10g31830
Os10g0456600	LOC_Os10g31830
Os10g0456800	LOC_Os10g31850
Os10g0456950	LOC_Os10g31864
Os10g0457000	LOC_Os10g31900
Os10g0457200	LOC_Os10g31910
Os10g0457400	LOC_Os10g31930
Os10g0457500	LOC_Os10g31940
Os10g0457600	LOC_Os10g31950
Os10g0457700	LOC_Os10g31970
Os10g0458800	LOC_Os10g32070
Os10g0460900	LOC_Os10g32300
Os10g0461400	LOC_Os10g32400
Os10g0462800	LOC_Os10g32540
Os10g0462900	LOC_Os10g32550
Os10g0463100	LOC_Os10g32570
Os10g0463400	LOC_Os10g32600
Os10g0463800	LOC_Os10g32680
Os10g0464100	LOC_Os10g32710
Os10g0464400	LOC_Os10g32730
Os10g0465700	LOC_Os10g32810
Os10g0465800	LOC_Os10g32820
Os10g0465900	LOC_Os10g32830
Os10g0466000	LOC_Os10g32850
Os10g0466200	LOC_Os10g32870
Os10g0466300	LOC_Os10g32880
Os10g0466700	LOC_Os10g32920
Os10g0467200	LOC_Os10g32960
Os10g0467600	LOC_Os10g32970
Os10g0467800	LOC_Os10g32980
Os10g0467900	LOC_Os10g32990
Os10g0468500	LOC_Os10g33040
Os10g0468800	LOC_Os10g33060
Os10g0468875	LOC_Os10g33060
Os10g0469000	LOC_Os10g33080
Os10g0469600	LOC_Os10g33130
Os10g0469700	LOC_Os10g33140
Os10g0469900	LOC_Os10g33170
Os10g0470700	LOC_Os10g33210
Os10g0470900	LOC_Os10g33230
Os10g0471100	LOC_Os10g33250
Os10g0471300	LOC_Os10g33270
Os10g0471350	LOC_Os10g33275
Os10g0471400	LOC_Os10g33290
Os10g0471700	LOC_Os10g33310
Os10g0472400	LOC_Os10g33350
Os10g0472900	LOC_Os10g33370
Os10g0473400	LOC_Os10g33420
Os10g0475900	LOC_Os10g33620
Os10g0476000	LOC_Os10g33630
Os10g0476100	LOC_Os10g33640
Os10g0476300	LOC_Os10g33650
Os10g0476400	LOC_Os10g33660
Os10g0476600	LOC_Os10g33680
Os10g0476700	LOC_Os10g33690
Os10g0477000	LOC_Os10g33710
Os10g0477100	LOC_Os10g33720
Os10g0477800	LOC_Os10g33770
Os10g0478000	LOC_Os10g33780
Os10g0478100	LOC_Os10g33790
Os10g0478200	LOC_Os10g33800
Os10g0478300	LOC_Os10g33810
Os10g0478400	LOC_Os10g33820
Os10g0478450	LOC_Os10g33830
Os10g0478500	LOC_Os10g33830
None	LOC_Os10g33850
Os10g0479200	LOC_Os10g33874
Os10g0479500	LOC_Os10g33900
Os10g0479600	LOC_Os10g33910
Os10g0479700	LOC_Os10g33920
Os10g0479900	LOC_Os10g33940
Os10g0480200	LOC_Os10g33960
Os10g0480500	LOC_Os10g33970
Os10g0481000	LOC_Os10g33990
Os10g0481100	LOC_Os10g34000
Os10g0481300	LOC_Os10g34020
Os10g0481500	LOC_Os10g34040
None	LOC_Os10g34120
Os10g0482450	LOC_Os10g34130
Os10g0482700	LOC_Os10g34150
Os10g0482900	LOC_Os10g34170
Os10g0483000	LOC_Os10g34180
Os10g0483400	LOC_Os10g34220
Os10g0483500	LOC_Os10g34230
Os10g0484300	LOC_Os10g34310
Os10g0484400	LOC_Os10g34320
Os10g0484632	LOC_Os10g34340
Os10g0484700	LOC_Os10g34350
Os10g0484800	LOC_Os10g34360
Os10g0485000	LOC_Os10g34380
Os10g0485100	LOC_Os10g34390
Os10g0485300	LOC_Os10g34400
Os10g0485500	LOC_Os10g34420
Os10g0485600	LOC_Os10g34430
Os10g0486000	LOC_Os10g34470
Os10g0486100	LOC_Os10g34480
Os10g0486600	LOC_Os10g34520
Os10g0486900	LOC_Os10g34540
Os10g0487300	LOC_Os10g34580
Os10g0487400	LOC_Os10g34590
Os10g0487900	LOC_Os10g34660
Os10g0488100	LOC_Os10g34670
Os10g0488300	LOC_Os10g34680
Os10g0488800	LOC_Os10g34710
Os10g0489100	LOC_Os10g34740
Os10g0489200	LOC_Os10g34750
Os10g0489800	LOC_Os10g34810
Os10g0489900	LOC_Os10g34820
Os10g0491500	LOC_Os10g34960
Os10g0491801	LOC_Os10g34990
Os10g0491900	LOC_Os10g35000
Os10g0492000	LOC_Os10g35010
Os10g0492101	LOC_Os10g35010
Os10g0492200	LOC_Os10g35020
Os10g0492600	LOC_Os10g35050
Os10g0492900	LOC_Os10g35070
Os10g0493600	LOC_Os10g35110
Os10g0494200	LOC_Os10g35170
Os10g0494300	LOC_Os10g35180
Os10g0494500	LOC_Os10g35190
Os10g0494800	LOC_Os10g35200
Os10g0495000	LOC_Os10g35220
Os10g0495100	LOC_Os10g35230
Os10g0495200	LOC_Os10g35240
Os10g0495300	LOC_Os10g35250
Os10g0495500	LOC_Os10g35280
Os10g0495600	LOC_Os10g35290
Os10g0496000	LOC_Os10g35300
Os10g0496900	LOC_Os10g35370
Os10g0497000	LOC_Os10g35380
Os10g0497100	LOC_Os10g35390
Os10g0497300	LOC_Os10g35436
Os10g0497600	LOC_Os10g35450
Os10g0497700	LOC_Os10g35460
Os10g0497800	LOC_Os10g35470
Os10g0497900	LOC_Os10g35480
Os10g0498000	LOC_Os10g35490
Os10g0498100	LOC_Os10g35500
Os10g0498200	LOC_Os10g35520
Os10g0498300	LOC_Os10g35530
Os10g0498500	LOC_Os10g35540
Os10g0498600	LOC_Os10g35550
Os10g0498700	LOC_Os10g35560
Os10g0498800	LOC_Os10g35570
Os10g0498900	LOC_Os10g35580
Os10g0499400	LOC_Os10g35630
Os10g0499500	LOC_Os10g35640
None	LOC_Os10g35660
Os10g0500400	LOC_Os10g35680
Os10g0500500	LOC_Os10g35690
Os10g0500700	LOC_Os10g35720
Os10g0501700	LOC_Os10g35790
Os10g0502000	LOC_Os10g35810
Os10g0502400	LOC_Os10g35840
Os10g0502500	LOC_Os10g35850
Os10g0502600	LOC_Os10g35870
Os10g0502900	LOC_Os10g35920
Os10g0503100	LOC_Os10g35930
Os10g0503200	LOC_Os10g35940
Os10g0503500	LOC_Os10g35960
Os10g0503600	LOC_Os10g35980
Os10g0503700	LOC_Os10g35990
Os10g0503800	LOC_Os10g36000
Os10g0504200	LOC_Os10g36030
Os10g0504600	LOC_Os10g36060
Os10g0504650	LOC_Os10g36070
Os10g0504700	LOC_Os10g36090
Os10g0504900	LOC_Os10g36100
Os10g0505000	LOC_Os10g36110
Os10g0505500	LOC_Os10g36160
Os10g0506200	LOC_Os10g36210
Os10g0506800	LOC_Os10g36250
Os10g0507500	LOC_Os10g36340
Os10g0507600	LOC_Os10g36350
Os10g0507800	LOC_Os10g36370
Os10g0508300	LOC_Os10g36420
Os10g0508400	LOC_Os10g36470
Os10g0508500	LOC_Os10g36490
Os10g0509000	LOC_Os10g36530
Os10g0510000	LOC_Os10g36650
Os10g0510300	LOC_Os10g36680
Os10g0510700	LOC_Os10g36710
Os10g0511250	LOC_Os10g36740
Os10g0511200	LOC_Os10g36740
Os10g0511400	LOC_Os10g36760
Os10g0511600	LOC_Os10g36780
Os10g0511800	LOC_Os10g36810
Os10g0511900	LOC_Os10g36810
Os10g0512100	LOC_Os10g36830
Os10g0512400	LOC_Os10g36848
Os10g0512500	LOC_Os10g36860
Os10g0512700	LOC_Os10g36870
Os10g0512800	LOC_Os10g36880
Os10g0513200	LOC_Os10g36924
Os10g0513300	LOC_Os10g36950
Os10g0514600	LOC_Os10g37060
Os10g0514700	LOC_Os10g37070
Os10g0514901	LOC_Os10g37100
Os10g0516100	LOC_Os10g37180
Os10g0516200	LOC_Os10g37190
Os10g0516300	LOC_Os10g37210
Os10g0516500	LOC_Os10g37240
Os10g0516800	LOC_Os10g37280
Os10g0517400	LOC_Os10g37330
Os10g0517500	LOC_Os10g37340
Os10g0518100	LOC_Os10g37410
Os10g0518200	LOC_Os10g37420
Os10g0518800	LOC_Os10g37480
Os10g0518900	LOC_Os10g37490
Os10g0519300	LOC_Os10g37500
Os10g0519600	LOC_Os10g37520
Os10g0519700	LOC_Os10g37530
Os10g0520600	LOC_Os10g37630
Os10g0520700	LOC_Os10g37640
Os10g0521000	LOC_Os10g37660
Os10g0521100	LOC_Os10g37670
Os10g0521300	LOC_Os10g37690
Os10g0521600	LOC_Os10g37730
Os10g0521550	LOC_Os10g37730
Os10g0521700	LOC_Os10g37740
Os10g0521900	LOC_Os10g37760
Os10g0522400	LOC_Os10g37830
Os10g0522500	LOC_Os10g37840
Os10g0522601	LOC_Os10g37850
Os10g0522900	LOC_Os10g37880
Os10g0523100	LOC_Os10g37899
None	LOC_Os10g37920
Os10g0523700	LOC_Os10g37980
Os10g0523900	LOC_Os10g38000
Os10g0524100	LOC_Os10g38030
Os10g0524300	LOC_Os10g38040
Os10g0524500	LOC_Os10g38050
Os10g0524400	LOC_Os10g38060
Os10g0524600	LOC_Os10g38080
Os10g0524700	LOC_Os10g38090
Os10g0525000	LOC_Os10g38110
Os10g0525400	LOC_Os10g38140
None	LOC_Os10g38160
Os10g0525800	LOC_Os10g38189
None	LOC_Os10g38206
None	LOC_Os10g38212
None	LOC_Os10g38214
None	LOC_Os10g38216
None	LOC_Os10g38229
None	LOC_Os10g38234
None	LOC_Os10g38238
None	LOC_Os10g38272
None	LOC_Os10g38274
None	LOC_Os10g38276
None	LOC_Os10g38278
Os10g0527400	LOC_Os10g38340
Os10g0527601	LOC_Os10g38350
Os10g0527800	LOC_Os10g38360
Os10g0527900	LOC_Os10g38450
Os10g0528100	LOC_Os10g38470
Os10g0528400	LOC_Os10g38489
Os10g0528200	LOC_Os10g38489
Os10g0528900	LOC_Os10g38540
Os10g0529300	LOC_Os10g38580
Os10g0529400	LOC_Os10g38590
Os10g0529500	LOC_Os10g38600
Os10g0529700	LOC_Os10g38610
Os10g0529800	LOC_Os10g38630
None	LOC_Os10g38640
None	LOC_Os10g38660
Os10g0530200	LOC_Os10g38670
Os10g0530300	LOC_Os10g38690
Os10g0530400	LOC_Os10g38700
Os10g0530500	LOC_Os10g38710
Os10g0530600	LOC_Os10g38720
None	LOC_Os10g38730
Os10g0530900	LOC_Os10g38740
Os10g0531400	LOC_Os10g38780
Os10g0531700	LOC_Os10g38800
Os10g0531900	LOC_Os10g38820
Os10g0532000	LOC_Os10g38834
Os10g0532100	LOC_Os10g38850
Os10g0532150	LOC_Os10g38850
Os10g0532800	LOC_Os10g38890
Os10g0533000	LOC_Os10g38900
Os10g0533150	LOC_Os10g38920
Os10g0533200	LOC_Os10g38930
Os10g0533500	LOC_Os10g38940
Os10g0533600	LOC_Os10g38950
Os10g0533800	LOC_Os10g38960
Os10g0533900	LOC_Os10g38970
Os10g0534500	LOC_Os10g39010
Os10g0534900	LOC_Os10g39030
Os10g0535900	LOC_Os10g39110
Os10g0536000	LOC_Os10g39120
Os10g0536100	LOC_Os10g39130
Os10g0536400	LOC_Os10g39140
Os10g0536600	LOC_Os10g39160
Os10g0537100	LOC_Os10g39190
Os10g0537500	LOC_Os10g39220
Os10g0537600	LOC_Os10g39230
Os10g0537800	LOC_Os10g39260
None	LOC_Os10g39270
Os10g0538200	LOC_Os10g39300
Os10g0538400	LOC_Os10g39310
Os10g0538500	LOC_Os10g39320
Os10g0538700	LOC_Os10g39330
Os10g0538800	LOC_Os10g39340
Os10g0538900	LOC_Os10g39350
Os10g0539000	LOC_Os10g39360
Os10g0539200	LOC_Os10g39380
None	LOC_Os10g39390
Os10g0539500	LOC_Os10g39410
Os10g0539600	LOC_Os10g39420
Os10g0539900	LOC_Os10g39440
Os10g0541000	LOC_Os10g39520
Os10g0541200	LOC_Os10g39540
Os10g0541600	LOC_Os10g39560
Os10g0542200	LOC_Os10g39620
Os10g0542400	LOC_Os10g39640
Os10g0542800	LOC_Os10g39670
Os10g0542900	LOC_Os10g39680
Os10g0543400	LOC_Os10g39700
Os10g0543500	LOC_Os10g39710
None	LOC_Os10g39720
Os10g0543800	LOC_Os10g39740
Os10g0544500	LOC_Os10g39760
Os10g0544600	LOC_Os10g39770
Os10g0544900	LOC_Os10g39780
Os10g0545000	LOC_Os10g39790
Os10g0545200	LOC_Os10g39810
Os10g0545300	LOC_Os10g39820
Os10g0545500	LOC_Os10g39840
Os10g0545600	LOC_Os10g39850
Os10g0545700	LOC_Os10g39860
Os10g0545800	LOC_Os10g39870
None	LOC_Os10g39880
Os10g0546200	LOC_Os10g39900
Os10g0546300	LOC_Os10g39910
Os10g0546600	LOC_Os10g39930
Os10g0547000	LOC_Os10g39950
Os10g0547500	LOC_Os10g39980
Os10g0547900	LOC_Os10g40020
Os10g0548000	LOC_Os10g40030
Os10g0548300	LOC_Os10g40060
Os10g0548400	LOC_Os10g40070
Os10g0548700	LOC_Os10g40100
Os10g0548800	LOC_Os10g40110
Os10g0548850	LOC_Os10g40120
Os10g0548900	LOC_Os10g40130
Os10g0549100	LOC_Os10g40140
Os10g0549500	LOC_Os10g40200
Os10g0550000	LOC_Os10g40250
Os10g0550066	LOC_Os10g40260
Os10g0550100	LOC_Os10g40260
Os10g0550300	LOC_Os10g40270
Os10g0550900	LOC_Os10g40360
Os10g0551600	LOC_Os10g40410
Os10g0551800	LOC_Os10g40430
None	LOC_Os10g40460
Os10g0552200	LOC_Os10g40470
Os10g0552300	LOC_Os10g40480
Os10g0552400	LOC_Os10g40490
Os10g0552600	LOC_Os10g40510
Os10g0552700	LOC_Os10g40520
Os10g0552800	LOC_Os10g40530
Os10g0552900	LOC_Os10g40540
Os10g0553300	LOC_Os10g40550
NA	LOC_Os10g40555
Os10g0553800	LOC_Os10g40570
Os10g0554100	LOC_Os10g40590
Os10g0554200	LOC_Os10g40600
Os10g0554300	LOC_Os10g40610
Os10g0554800	LOC_Os10g40614
Os10g0555200	LOC_Os10g40650
Os10g0555600	LOC_Os10g40700
Os10g0555700	LOC_Os10g40710
Os10g0555900	LOC_Os10g40720
Os10g0556100	LOC_Os10g40730
Os10g0556200	LOC_Os10g40740
Os10g0556700	LOC_Os10g40780
Os10g0557600	LOC_Os10g40810
Os10g0557900	LOC_Os10g40830
Os10g0558125	LOC_Os10g40859
Os10g0558100	LOC_Os10g40859
Os10g0558150	LOC_Os10g40859
Os10g0558400	LOC_Os10g40900
Os10g0558600	LOC_Os10g40920
Os10g0558750	LOC_Os10g40934
Os10g0558700	LOC_Os10g40934
None	LOC_Os10g40950
Os10g0559500	LOC_Os10g41020
Os10g0559900	LOC_Os10g41050
Os10g0560000	LOC_Os10g41060
Os10g0560200	LOC_Os10g41083
Os10g0560450	LOC_Os10g41110
Os10g0560500	LOC_Os10g41120
Os10g0560700	LOC_Os10g41130
Os10g0560900	LOC_Os10g41150
Os10g0561100	LOC_Os10g41170
Os10g0561200	LOC_Os10g41180
Os10g0561300	LOC_Os10g41190
Os10g0561400	LOC_Os10g41200
Os10g0561500	LOC_Os10g41220
Os10g0561800	LOC_Os10g41230
Os10g0561900	LOC_Os10g41240
Os10g0562200	LOC_Os10g41270
Os10g0562500	LOC_Os10g41290
Os10g0562600	LOC_Os10g41300
Os10g0562700	LOC_Os10g41310
Os10g0562900	LOC_Os10g41330
Os10g0563000	LOC_Os10g41340
Os10g0563200	LOC_Os10g41360
Os10g0563300	LOC_Os10g41370
Os10g0563550	LOC_Os10g41390
Os10g0563500	LOC_Os10g41390
Os10g0563600	LOC_Os10g41400
Os10g0563700	LOC_Os10g41410
Os10g0563900	LOC_Os10g41430
Os10g0564000	LOC_Os10g41440
Os10g0564100	LOC_Os10g41450
Os10g0564300	LOC_Os10g41470
Os10g0564400	LOC_Os10g41480
Os10g0564500	LOC_Os10g41490
Os10g0564800	LOC_Os10g41510
Os10g0564900	LOC_Os10g41520
Os10g0565000	LOC_Os10g41534
Os10g0565200	LOC_Os10g41550
Os10g0565500	LOC_Os10g41580
Os10g0565600	LOC_Os10g41590
None	LOC_Os10g41689
None	LOC_Os10g41696
Os10g0566700	LOC_Os10g41710
Os10g0566800	LOC_Os10g41720
Os10g0567100	LOC_Os10g41760
Os10g0567400	LOC_Os10g41780
Os10g0567500	LOC_Os10g41790
Os10g0567600	LOC_Os10g41800
Os10g0567800	LOC_Os10g41820
Os10g0568900	LOC_Os10g41930
Os10g0568900	LOC_Os10g41930.6
Os10g0569000	LOC_Os10g41940
Os10g0569200	LOC_Os10g41960
Os10g0569300	LOC_Os10g41970
Os10g0570700	LOC_Os10g42060
Os10g0571100	LOC_Os10g42090
Os10g0571200	LOC_Os10g42100
Os10g0571300	LOC_Os10g42110
Os10g0572000	LOC_Os10g42170
Os10g0572300	LOC_Os10g42190
None	LOC_Os10g42210
Os10g0573000	LOC_Os10g42240
Os10g0573100	LOC_Os10g42250
Os10g0573300	LOC_Os10g42270
Os10g0573400	LOC_Os10g42280
Os10g0573700	LOC_Os10g42299
Os10g0573800	LOC_Os10g42299
Os10g0573900	LOC_Os10g42320
Os10g0574400	LOC_Os10g42390
Os10g0574500	LOC_Os10g42400
Os10g0574800	LOC_Os10g42420
Os10g0575000	LOC_Os10g42430
Os10g0575200	LOC_Os10g42439
Os10g0575600	LOC_Os10g42490
Os10g0575800	LOC_Os10g42510
Os10g0576000	LOC_Os10g42540
Os10g0576100	LOC_Os10g42550
Os10g0576900	LOC_Os10g42620
Os10g0577000	LOC_Os10g42630
Os10g0577100	LOC_Os10g42640
Os10g0577500	LOC_Os10g42670
Os10g0577600	LOC_Os10g42690
Os10g0577700	LOC_Os10g42700
Os10g0577800	LOC_Os10g42710
Os10g0577900	LOC_Os10g42720
Os10g0578000	LOC_Os10g42724
Os10g0578200	LOC_Os10g42750
Os10g0578600	LOC_Os10g42770
Os10g0578800	LOC_Os10g42780
Os10g0578900	LOC_Os10g42790
Os10g0578950	LOC_Os10g42800
Os10g0579100	LOC_Os10g42820
Os10g0579200	LOC_Os10g42830
Os10g0579300	LOC_Os10g42840
Os10g0579500	LOC_Os10g42860
Os10g0579600	LOC_Os10g42870
Os10g0579800	LOC_Os10g42900
Os10g0580200	LOC_Os10g42940
Os10g0580300	LOC_Os10g42950
Os10g0580400	LOC_Os10g42960
Os10g0580700	LOC_Os10g43040
Os10g0580800	LOC_Os10g43050
Os10g0580900	LOC_Os10g43060
Os11g0100100	LOC_Os11g01010
Os11g0100200	LOC_Os11g01020
Os11g0100151	LOC_Os11g01020
Os11g0100600	LOC_Os11g01040
Os11g0100800	LOC_Os11g01050
Os11g0101200	LOC_Os11g01074
Os11g0102100	LOC_Os11g01130
Os11g0102200	LOC_Os11g01140
Os11g0102500	LOC_Os11g01154
Os11g0102400	LOC_Os11g01154
Os11g0102600	LOC_Os11g01170
Os11g0102700	LOC_Os11g01180
NA	LOC_Os11g01190
Os11g0102900	LOC_Os11g01200
Os11g0103000	LOC_Os11g01210
Os11g0103700	LOC_Os11g01270
Os11g0104050	LOC_Os11g01300
Os11g0104400	LOC_Os11g01340
Os11g0104933	LOC_Os11g01380
Os11g0104866	LOC_Os11g01380
Os11g0104900	LOC_Os11g01380
Os11g0105000	LOC_Os11g01390
Os11g0105300	LOC_Os11g01410
Os11g0105400	LOC_Os11g01420
Os11g0105750	LOC_Os11g01439
Os11g0105800	LOC_Os11g01450
Os11g0106200	LOC_Os11g01490
Os11g0106400	LOC_Os11g01510
Os11g0106700	LOC_Os11g01530
Os11g0106900	LOC_Os11g01550
Os11g0107500	LOC_Os11g01600
Os11g0107600	LOC_Os11g01610
Os11g0107700	LOC_Os11g01620
Os11g0108650	LOC_Os11g01730
Os11g0108700	LOC_Os11g01730
Os11g0108800	LOC_Os11g01740
Os11g0108932	LOC_Os11g01780
Os11g0109000	LOC_Os11g01790
Os11g0109301	LOC_Os11g01810
Os11g0109200	LOC_Os11g01810
Os11g0109400	LOC_Os11g01820
Os11g0109600	LOC_Os11g01836
Os11g0109900	LOC_Os11g01869
Os11g0109933	LOC_Os11g01872
Os11g0110000	LOC_Os11g01875
Os11g0110100	LOC_Os11g01890
Os11g0111800	LOC_Os11g02054
Os11g0111900	LOC_Os11g02070
Os11g0112300	LOC_Os11g02110
Os11g0112400	LOC_Os11g02130
Os11g0112800	LOC_Os11g02150
Os11g0113100	LOC_Os11g02180
Os11g0113200	LOC_Os11g02190
Os11g0113700	LOC_Os11g02240
Os11g0114150	LOC_Os11g02270
Os11g0114600	LOC_Os11g02300
NA	LOC_Os11g02305
Os11g0114700	LOC_Os11g02320
Os11g0114900	LOC_Os11g02330
Os11g0115350	LOC_Os11g02369
Os11g0115400	LOC_Os11g02389
Os11g0116000	LOC_Os11g02400
Os11g0116200	LOC_Os11g02424
Os11g0116300	LOC_Os11g02440
Os11g0116400	LOC_Os11g02450
Os11g0116550	LOC_Os11g02464
Os11g0116600	LOC_Os11g02470
Os11g0117700	LOC_Os11g02550
Os11g0117900	LOC_Os11g02570
Os11g0118000	LOC_Os11g02580
Os11g0118300	LOC_Os11g02610
Os11g0118600	LOC_Os11g02630
Os11g0119100	LOC_Os11g02660
Os11g0120600	LOC_Os11g02760
Os11g0120725	LOC_Os11g02774
Os11g0121400	LOC_Os11g02830
Os11g0122800	LOC_Os11g02950
Os11g0123400	LOC_Os11g03050
Os11g0123500	LOC_Os11g03060
Os11g0123600	LOC_Os11g03070
Os11g0124300	LOC_Os11g03110
Os11g0124900	LOC_Os11g03160
Os11g0125900	LOC_Os11g03230
Os11g0126100	LOC_Os11g03240
Os11g0126400	LOC_Os11g03270
