name,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,dataset 1 (728 proteins),dataset 2 (133 proteins),Degree,Eccentricity,IsSingleNode,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,pathways,Radiality,selected,SelfLoops,shared name,status D1,status D2,Stress,TopologicalCoefficient,Unweighted graph predicted proteins (dataset 1),Unweighted graph predicted proteins (dataset 2),Weighted graph predicted proteins (dataset 1),Weighted graph predicted proteins (dataset 2)
LOC_Os06g11620,2.609218088,3.13E-05,0.38325658,0.336126984,0,0,126,7,false,592.3968254,0,126,0,,0.999388827,false,0,LOC_Os06g11620,N/A,N/A,2022704,0.075282352,0,0,0,0
LOC_Os05g39390,2.611075637,7.99E-05,0.382983927,0.110158544,0,0,131,7,false,381.7938931,0,131,0,,0.999388122,false,0,LOC_Os05g39390,N/A,N/A,3842486,0.048868838,0,0,0,0
LOC_Os11g41160,2.604980554,1.26E-04,0.383880025,0.123533471,0,0,162,7,false,369.3580247,0,162,0,,0.999390437,false,0,LOC_Os11g41160,HIGH CONFIDENCE,N/A,5125468,0.04756465,1,0,1,0
LOC_Os03g02100,2.64607883,8.49E-05,0.37791769,0.25448134,0,0,83,7,false,502.3253012,0,83,0,,0.999374828,false,0,LOC_Os03g02100,N/A,N/A,2963838,0.067955263,0,0,0,0
LOC_Os08g34720,2.607244442,4.74E-04,0.383546699,0.112442396,0,0,155,7,false,351.0129032,0,155,0,L-serine biosynthesis I,0.999389577,false,0,LOC_Os08g34720,N/A,N/A,13395100,0.044531845,0,0,0,0
LOC_Os06g01320,2.815115807,1.81E-04,0.355225173,0.286538462,0,0,65,7,false,327.0615385,0,65,0,,0.999310628,false,0,LOC_Os06g01320,N/A,N/A,5706592,0.064816,0,0,0,0
LOC_Os12g04940,2.730771463,1.04E-05,0.366196884,0.291483758,0,0,68,7,false,465.3676471,0,68,0,,0.999342662,false,0,LOC_Os12g04940,N/A,N/A,737616,0.074032397,0,0,0,0
LOC_Os03g53760,2.693504383,8.42E-05,0.37126355,0.214222745,0,0,83,7,false,477.7951807,0,83,0,,0.999356816,false,0,LOC_Os03g53760,N/A,N/A,3281760,0.070637963,0,0,0,0
LOC_Os03g48840,2.956753933,1.17E-05,0.338208733,0.180769231,0,0,40,7,false,243.9,0,40,0,,0.999256835,false,0,LOC_Os03g48840,N/A,N/A,282020,0.071713235,0,0,0,0
LOC_Os01g15290,2.876182736,2.42E-05,0.347683055,0.19039548,0,0,60,7,false,288.0666667,0,60,0,,0.999287435,false,0,LOC_Os01g15290,N/A,N/A,700124,0.068113029,0,0,0,0
LOC_Os07g13170,2.762233703,1.10E-04,0.362025848,0.161401547,0,0,147,7,false,212.4693878,0,147,0,,0.999330713,false,0,LOC_Os07g13170,N/A,N/A,3081274,0.038474426,0,0,0,0
LOC_Os01g40980,2.652173913,1.05E-04,0.37704918,0.272268701,0,0,128,7,false,361.234375,0,128,0,,0.999372513,false,0,LOC_Os01g40980,N/A,N/A,2910770,0.050219645,0,0,0,0
LOC_Os10g41200,2.973936263,8.05E-06,0.336254685,0.176638177,0,0,27,7,false,232.1111111,0,27,0,,0.999250309,false,0,LOC_Os10g41200,N/A,N/A,201644,0.072443658,0,0,0,0
LOC_Os10g21910,2.60219423,8.47E-05,0.384291068,0.202128517,0,0,158,7,false,380.7468354,0,158,0,"octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)//biotin-carboxyl carrier protein assembly",0.999391495,false,0,LOC_Os10g21910,MEDIUM CONFIDENCE (Weighted),N/A,3103992,0.047939332,0,0,1,0
LOC_Os01g42010,2.894990422,6.57E-05,0.345424286,0.133997785,0,0,43,7,false,336.5348837,0,43,0,,0.999280292,false,0,LOC_Os01g42010,N/A,N/A,3900244,0.083722088,0,0,0,0
LOC_Os02g49950,2.697916062,6.43E-05,0.370656454,0.216537967,0,0,112,7,false,316.4910714,0,112,0,,0.99935514,false,0,LOC_Os02g49950,N/A,N/A,2266190,0.047974999,0,0,0,0
LOC_Os02g05310,2.562489116,1.36E-04,0.39024556,0.224721654,0,0,163,7,false,441.9815951,0,163,0,,0.999406575,false,0,LOC_Os02g05310,N/A,N/A,5701426,0.051807446,0,0,0,0
LOC_Os01g49190,2.491728101,2.88E-04,0.401327897,0.181093885,1,0,216,7,false,432.6111111,0,216,0,,0.999433449,false,0,LOC_Os01g49190,TRAINING,N/A,12488810,0.045634083,1,0,1,0
LOC_Os01g57900,2.843443432,2.48E-05,0.351686265,0.227040048,0,0,82,7,false,227.6463415,0,82,0,,0.99929987,false,0,LOC_Os01g57900,N/A,N/A,666042,0.050576837,0,0,0,0
LOC_Os01g11952,2.869042782,1.39E-04,0.348548306,0.219373219,0,0,27,7,false,442.9259259,0,27,0,,0.999290147,false,0,LOC_Os01g11952,N/A,N/A,4899278,0.100511088,0,0,0,0
LOC_Os12g29220,2.877227608,1.18E-04,0.347556793,0.057624113,0,0,48,7,false,169.4583333,0,48,0,,0.999287039,false,0,LOC_Os12g29220,MEDIUM CONFIDENCE (Weighted),N/A,3101486,0.041005371,0,0,1,0
LOC_Os05g43390,2.782202357,5.41E-07,0.359427486,0.546236559,1,0,31,7,false,883.3870968,0,31,0,,0.999323129,false,0,LOC_Os05g43390,TRAINING,N/A,71166,0.157298272,1,0,1,0
LOC_Os04g32650,2.651767574,4.59E-05,0.377106957,0.245559039,0,0,88,7,false,484.25,0,88,0,,0.999372667,false,0,LOC_Os04g32650,N/A,N/A,2250666,0.065965127,0,0,0,0
LOC_Os10g33275,2.688454171,1.40E-04,0.371960962,0.223615465,0,0,88,7,false,476.9431818,0,88,0,,0.999358734,false,0,LOC_Os10g33275,N/A,N/A,4781512,0.069735408,0,0,0,0
LOC_Os02g52140,2.58866895,8.24E-05,0.386298912,0.289159068,0,0,141,7,false,563.1560284,0,141,0,,0.999396632,false,0,LOC_Os02g52140,N/A,N/A,3978126,0.069071734,0,0,0,0
LOC_Os05g38640,2.800023219,5.63E-06,0.357139896,0.427133379,1,0,94,7,false,355.5851064,0,94,0,,0.99931636,false,0,LOC_Os05g38640,TRAINING,N/A,299828,0.06661392,1,0,1,0
LOC_Os01g45620,2.780693098,2.36E-05,0.359622571,0.323799796,0,0,89,7,false,342.3595506,0,89,0,,0.999323702,false,0,LOC_Os01g45620,N/A,N/A,1028002,0.060678539,0,0,0,0
LOC_Os07g36544,2.820630406,4.96E-05,0.354530674,0.53119859,0,0,185,7,false,376.9459459,0,185,0,,0.999308534,false,0,LOC_Os07g36544,N/A,N/A,2699436,0.073794154,0,0,0,0
LOC_Os02g54600,2.704823823,9.99E-05,0.369709846,0.436376643,0,0,212,7,false,395.8820755,0,212,0,,0.999352517,false,0,LOC_Os02g54600,N/A,N/A,4666684,0.059791173,0,0,0,0
LOC_Os08g40560,2.708538921,1.11E-04,0.369202743,0.147058824,0,0,68,7,false,463.2205882,0,68,0,,0.999351106,false,0,LOC_Os08g40560,N/A,N/A,4315162,0.071548332,0,0,0,0
LOC_Os02g05610,2.725547106,5.04E-05,0.366898814,0.120765027,0,0,61,7,false,385.3934426,0,61,0,,0.999344646,false,0,LOC_Os02g05610,N/A,N/A,1666088,0.06111465,0,0,0,0
LOC_Os07g35610,2.772798514,1.18E-05,0.360646471,0.256582633,0,0,85,7,false,379.4352941,0,85,0,,0.9993267,false,0,LOC_Os07g35610,N/A,N/A,659926,0.067371324,0,0,0,0
LOC_Os04g39250,2.703895048,5.74E-05,0.36983684,0.127878788,0,0,100,7,false,372.85,0,100,0,,0.999352869,false,0,LOC_Os04g39250,N/A,N/A,2585310,0.056745814,0,0,0,0
LOC_Os02g37430,2.621872642,2.73E-05,0.381406779,0.261712117,0,0,142,7,false,449.3450704,0,142,0,,0.999384021,false,0,LOC_Os02g37430,N/A,N/A,1707180,0.058667976,0,0,0,0
LOC_Os03g26630,2.736169966,4.26E-06,0.365474372,0.421383648,0,0,54,7,false,635.9444444,0,54,0,,0.999340611,false,0,LOC_Os03g26630,N/A,N/A,420718,0.102731407,0,0,0,0
LOC_Os06g16390,2.536715621,0.001011341,0.394210526,0.117261173,0,0,271,7,false,290.8745387,0,271,0,,0.999416363,false,0,LOC_Os06g16390,N/A,N/A,29189684,0.033180866,0,0,0,0
LOC_Os01g72250,2.649039299,3.37E-04,0.377495343,0.153588432,0,0,107,7,false,419.6168224,0,107,0,superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis//superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis//UMP biosynthesis I,0.999373703,false,0,LOC_Os01g72250,N/A,N/A,10357750,0.057708673,0,0,0,0
LOC_Os03g30200,2.696638997,1.07E-04,0.370831988,0.115083321,0,0,119,7,false,272.6134454,0,119,0,,0.999355625,false,0,LOC_Os03g30200,N/A,N/A,3556074,0.042265689,0,0,0,0
LOC_Os01g70020,2.782550647,2.82E-06,0.359382497,0.484034833,0,0,53,7,false,664,0,53,0,,0.999322996,false,0,LOC_Os01g70020,N/A,N/A,261798,0.11895378,0,0,0,0
LOC_Os06g48230,2.732454867,3.30E-05,0.365971278,0.239597943,0,0,93,7,false,381.7096774,0,93,0,,0.999342022,false,0,LOC_Os06g48230,N/A,N/A,1237788,0.061935693,0,0,0,0
LOC_Os03g62870,2.78684623,1.74E-05,0.358828553,0.255066387,0,0,54,7,false,390.1851852,0,54,0,,0.999321365,false,0,LOC_Os03g62870,N/A,N/A,548706,0.070490816,0,0,0,0
LOC_Os11g10070,2.757183491,7.60E-05,0.362688955,0.118737131,0,0,94,7,false,258.1276596,0,94,0,,0.999332631,false,0,LOC_Os11g10070,N/A,N/A,1933756,0.044181168,0,0,0,0
LOC_Os02g56100,2.660532884,5.87E-05,0.375864552,0.342322097,0,0,90,7,false,575.9111111,0,90,0,superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (<i>E. coli</i>)//superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis//pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I,0.999369338,false,0,LOC_Os02g56100,N/A,N/A,2835650,0.080020996,0,0,0,0
LOC_Os03g56790,2.719393975,2.05E-05,0.36772899,0.330359186,0,0,94,7,false,402.9148936,0,94,0,,0.999346983,false,0,LOC_Os03g56790,MEDIUM CONFIDENCE (Weighted),N/A,1635584,0.06291613,0,0,1,0
LOC_Os09g39910,2.726591978,2.01E-06,0.366758213,0.476767677,1,0,55,7,false,717,0,55,0,,0.999344249,false,0,LOC_Os09g39910,TRAINING,N/A,213188,0.11339554,1,0,1,0
LOC_Os04g43290,2.858594067,3.54E-06,0.349822317,0.258730159,1,0,36,7,false,448.5555556,0,36,0,,0.999294115,false,0,LOC_Os04g43290,TRAINING,N/A,167694,0.098555873,1,0,1,0
LOC_Os03g40010,2.764323446,7.72E-06,0.361752168,0.434837093,0,0,57,7,false,634.2982456,0,57,0,,0.999329919,false,0,LOC_Os03g40010,N/A,N/A,479932,0.109547617,0,0,0,0
LOC_Os02g49520,2.961397806,1.82E-05,0.337678375,0.446376812,0,0,46,7,false,188.5652174,0,46,0,,0.999255071,false,0,LOC_Os02g49520,N/A,N/A,678138,0.057401893,0,0,0,0
LOC_Os06g01304,2.677424972,4.48E-04,0.373493192,0.210039325,0,0,132,7,false,277.1363636,0,132,0,,0.999362923,false,0,LOC_Os06g01304,N/A,N/A,14423004,0.040878247,0,0,0,0
LOC_Os04g42930,3.030475416,3.30E-06,0.329981228,0.238095238,0,0,15,7,false,252.4666667,0,15,0,thioredoxin pathway,0.999228836,false,0,LOC_Os04g42930,N/A,N/A,87472,0.103767639,0,0,0,0
LOC_Os04g54440,2.816625065,1.27E-04,0.35503483,0.120614035,0,0,96,7,false,195.3958333,0,96,0,,0.999310055,false,0,LOC_Os04g54440,N/A,N/A,3209326,0.040635399,0,0,0,0
LOC_Os01g07140,2.79561154,7.05E-06,0.357703488,0.306729264,0,0,72,7,false,412.25,0,72,0,,0.999318036,false,0,LOC_Os01g07140,N/A,N/A,474648,0.077709708,0,0,0,0
LOC_Os11g35500,2.937656005,9.49E-06,0.340407454,0.803669725,0,0,110,7,false,265.1818182,0,110,0,,0.999264088,false,0,LOC_Os11g35500,N/A,MEDIUM CONFIDENCE (Unweighted),720442,0.069729639,0,1,0,0
LOC_Os03g03830,2.603877634,2.49E-04,0.384042624,0.225646823,0,0,329,7,false,362.3343465,0,329,0,,0.999390855,false,0,LOC_Os03g03830,N/A,N/A,19864184,0.046734336,0,0,0,0
LOC_Os05g33870,2.589655773,2.29E-04,0.386151708,0.180942552,0,0,171,7,false,472.8888889,0,171,0,,0.999396257,false,0,LOC_Os05g33870,MEDIUM CONFIDENCE (Unweighted),N/A,11101516,0.059015211,1,0,0,0
LOC_Os10g40780,2.624020433,2.05E-04,0.381094593,0.230130883,0,0,190,7,false,468.5,0,190,0,,0.999383205,false,0,LOC_Os10g40780,MEDIUM CONFIDENCE (Weighted),N/A,13522402,0.061733395,0,0,1,0
LOC_Os05g47980,2.462297556,5.10E-04,0.406124758,0.1188956,0,0,305,7,false,353.6622951,0,305,0,,0.999444627,false,0,LOC_Os05g47980,MEDIUM CONFIDENCE (Weighted),MEDIUM CONFIDENCE (Unweighted),21121356,0.03589718,0,1,1,0
LOC_Os01g32730,3.0292564,3.14E-05,0.330114017,0.033846154,0,0,26,7,false,119.9230769,0,26,0,,0.999229299,false,0,LOC_Os01g32730,MEDIUM CONFIDENCE (Weighted),N/A,482954,0.050358196,0,0,1,0
LOC_Os11g41820,2.635746212,2.22E-05,0.379399198,0.309103496,0,0,108,7,false,491.6666667,0,108,0,,0.999378752,false,0,LOC_Os11g41820,MEDIUM CONFIDENCE (Weighted),N/A,1321922,0.066198655,0,0,1,0
LOC_Os03g13950,2.688163929,2.68E-05,0.372001123,0.372606775,0,0,98,7,false,499.9183673,0,98,0,,0.999358844,false,0,LOC_Os03g13950,MEDIUM CONFIDENCE (Weighted),N/A,2224854,0.073788689,0,0,1,0
LOC_Os03g19480,2.635397922,1.29E-04,0.379449339,0.208543417,0,0,120,7,false,371.725,0,120,0,,0.999378884,false,0,LOC_Os03g19480,N/A,N/A,4624180,0.049404129,0,0,0,0
LOC_Os04g46910,2.695478029,2.71E-05,0.370991709,0.380274657,0,0,90,7,false,508.3777778,0,90,0,,0.999356066,false,0,LOC_Os04g46910,MEDIUM CONFIDENCE (Unweighted),N/A,2100552,0.075764199,1,0,0,0
LOC_Os01g53280,2.936320892,1.56E-04,0.340562233,0.330775789,0,0,69,7,false,181.4057971,0,69,0,,0.999264595,false,0,LOC_Os01g53280,N/A,N/A,5455222,0.052030066,0,0,0,0
LOC_Os03g46600,2.697799965,3.61E-05,0.370672405,0.256606991,0,0,69,7,false,508.5072464,0,69,0,,0.999355184,false,0,LOC_Os03g46600,N/A,N/A,1771228,0.076554993,0,0,0,0
LOC_Os07g20170,2.678121553,2.81E-05,0.373396046,0.382226469,0,0,92,7,false,528.6304348,0,92,0,,0.999362658,false,0,LOC_Os07g20170,MEDIUM CONFIDENCE (Weighted),N/A,2337664,0.076402722,0,0,1,0
LOC_Os10g37670,2.749927439,1.64E-05,0.363645959,0.34371808,0,0,89,7,false,391.0561798,0,89,0,,0.999335386,false,0,LOC_Os10g37670,N/A,N/A,1397314,0.065801141,0,0,0,0
LOC_Os03g56460,2.5027573,2.68E-04,0.399559318,0.190846287,0,0,193,7,false,470.5336788,0,193,0,sucrose degradation III (sucrose invertase)//UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II//superpathway of anaerobic sucrose degradation//starch biosynthesis//glycolysis I (from glucose 6-phosphate)//sucrose degradation II (sucrose synthase)//gluconeogenesis I//superpathway of sucrose and starch metabolism I (non-photosynthetic tissue)//GDP-mannose biosynthesis//sucrose biosynthesis I (from photosynthesis),0.99942926,false,0,LOC_Os03g56460,N/A,N/A,9927544,0.050259399,0,0,0,0
LOC_Os03g62640,2.757009346,2.52E-05,0.362711864,0.162807018,0,0,76,7,false,326.2894737,0,76,0,,0.999332697,false,0,LOC_Os03g62640,N/A,N/A,936246,0.056099779,0,0,0,0
LOC_Os06g47570,2.780693098,1.14E-05,0.359622571,0.196108551,0,0,63,7,false,556.968254,0,63,0,,0.999323702,false,0,LOC_Os06g47570,N/A,N/A,1023282,0.100591224,0,0,0,0
LOC_Os07g09310,2.539792187,1.98E-04,0.393733001,0.156787252,0,0,274,7,false,313.0620438,0,274,0,,0.999415195,false,0,LOC_Os07g09310,MEDIUM CONFIDENCE (Weighted),N/A,11867362,0.035758086,0,0,1,0
LOC_Os09g39780,2.606083474,5.79E-05,0.383717563,0.216972187,0,0,113,7,false,507.2920354,0,113,0,,0.999390018,false,0,LOC_Os09g39780,MEDIUM CONFIDENCE (Unweighted),MEDIUM CONFIDENCE (Unweighted),2588460,0.064540971,1,1,0,0
LOC_Os10g02650,2.781389679,1.13E-05,0.359532505,0.197250132,0,0,62,7,false,557.516129,0,62,0,,0.999323437,false,0,LOC_Os10g02650,N/A,N/A,1004480,0.100835629,0,0,0,0
LOC_Os07g09690,2.956637836,1.14E-04,0.338222013,0.169411765,0,0,51,7,false,211.0784314,0,51,0,,0.999256879,false,0,LOC_Os07g09690,N/A,N/A,3744358,0.065412154,0,0,0,0
LOC_Os02g37140,2.781099437,1.12E-05,0.359570027,0.196721311,0,0,62,7,false,563.1290323,0,62,0,,0.999323547,false,0,LOC_Os02g37140,N/A,N/A,1007336,0.101777342,0,0,0,0
LOC_Os01g15840,2.769315609,8.88E-05,0.361100048,0.173224785,0,0,67,7,false,518.8208955,0,67,0,,0.999328023,false,0,LOC_Os01g15840,N/A,N/A,3847446,0.091272478,0,0,0,0
LOC_Os10g41230,2.571080281,0.001235767,0.38894157,0.126686037,0,0,412,7,false,239.1237864,0,412,0,,0.999403312,false,0,LOC_Os10g41230,N/A,N/A,50442284,0.02954669,0,0,0,0
LOC_Os11g05860,2.981772799,2.58E-04,0.335370958,0.028205128,0,0,40,7,false,111.6,0,40,0,,0.999247333,false,0,LOC_Os11g05860,MEDIUM CONFIDENCE (Unweighted),N/A,5364460,0.03984235,1,0,0,0
LOC_Os01g39380,2.916758577,1.76E-05,0.342846339,0.128205128,0,0,39,7,false,244.1538462,0,39,0,,0.999272025,false,0,LOC_Os01g39380,MEDIUM CONFIDENCE (Weighted),N/A,361924,0.064804218,0,0,1,0
LOC_Os10g01470,2.612642944,6.40E-04,0.382754177,0.110150963,0,0,340,7,false,248.2235294,0,340,0,,0.999387526,false,0,LOC_Os10g01470,N/A,N/A,31679550,0.032630549,0,0,0,0
LOC_Os03g01160,2.710222325,5.82E-05,0.36897342,0.349890564,0,0,257,7,false,363.077821,0,257,0,,0.999350466,false,0,LOC_Os03g01160,N/A,N/A,3553236,0.056047827,0,0,0,0
LOC_Os02g02780,2.53346491,2.37E-04,0.394716341,0.261270422,0,0,298,7,false,394.0671141,0,298,0,,0.999417598,false,0,LOC_Os02g02780,N/A,N/A,13869742,0.044522327,0,0,0,0
LOC_Os05g03100,2.507923608,2.79E-04,0.398736228,0.170647921,0,0,297,7,false,430.2121212,0,297,0,,0.999427298,false,0,LOC_Os05g03100,N/A,N/A,13344866,0.046853124,0,0,0,0
LOC_Os08g16580,2.847680966,6.93E-04,0.351162933,0.53360161,0,0,71,7,false,335.9295775,0,71,0,,0.99929826,false,0,LOC_Os08g16580,N/A,N/A,34732552,0.072236862,0,0,0,0
LOC_Os05g07030,2.600452778,1.57E-04,0.384548417,0.243129949,0,0,114,7,false,513.1578947,0,114,0,,0.999392156,false,0,LOC_Os05g07030,N/A,N/A,6193668,0.06338196,0,0,0,0
LOC_Os06g16260,2.765078075,7.82E-05,0.361653441,0.104950495,0,0,101,7,false,261.1584158,0,101,0,,0.999329632,false,0,LOC_Os06g16260,N/A,N/A,2169134,0.045583972,0,0,0,0
LOC_Os02g45250,2.738027515,2.49E-04,0.365226425,0.309687648,0,0,244,7,false,203.2540984,0,244,0,,0.999339906,false,0,LOC_Os02g45250,N/A,N/A,8486724,0.035720562,0,0,0,0
LOC_Os08g20200,2.958901724,6.32E-06,0.337963235,0.079487179,0,0,40,7,false,269.375,0,40,0,wax esters biosynthesis I//sporopollenin precursors biosynthesis,0.999256019,false,0,LOC_Os08g20200,N/A,N/A,355826,0.075873978,0,0,0,0
LOC_Os12g44000,2.735008998,2.05E-04,0.36562951,0.129131653,0,0,85,7,false,248.8,0,85,0,,0.999341052,false,0,LOC_Os12g44000,N/A,N/A,6193380,0.040849995,0,0,0,0
LOC_Os07g30090,2.624426772,9.21E-05,0.381035589,0.250242248,0,1,129,7,false,441.8914729,0,129,0,,0.999383051,false,0,LOC_Os07g30090,N/A,TRAINING,4791088,0.05746313,0,1,0,1
LOC_Os02g44470,2.785162826,2.46E-05,0.359045436,0.328239788,0,0,83,7,false,361.8313253,0,83,0,,0.999322004,false,0,LOC_Os02g44470,N/A,N/A,1505294,0.066121944,0,0,0,0
LOC_Os12g43340,2.736169966,3.63E-05,0.365474372,0.281934133,0,0,103,7,false,347.9126214,0,103,0,,0.999340611,false,0,LOC_Os12g43340,MEDIUM CONFIDENCE (Weighted),N/A,2102890,0.056867052,0,0,1,0
LOC_Os03g58630,2.512509433,3.51E-04,0.398008456,0.136458566,0,0,328,7,false,305.1067073,0,328,0,,0.999425557,false,0,LOC_Os03g58630,N/A,N/A,18235482,0.033524191,0,0,0,0
LOC_Os07g08840,2.587391885,1.40E-04,0.386489579,0.22760266,1,0,199,7,false,330.3819095,0,199,0,,0.999397117,false,0,LOC_Os07g08840,TRAINING,N/A,6141130,0.040672401,1,0,1,0
LOC_Os08g45130,2.984675219,2.17E-05,0.33504483,0.379032258,0,0,32,7,false,260.53125,0,32,0,,0.99924623,false,0,LOC_Os08g45130,N/A,N/A,887366,0.082436709,0,0,0,0
LOC_Os01g26160,2.774539966,1.14E-04,0.36042011,0.073667712,0,0,88,7,false,245.3409091,0,88,0,,0.999326039,false,0,LOC_Os01g26160,N/A,N/A,2481468,0.045819745,0,0,0,0
LOC_Os06g51250,2.594764033,2.38E-04,0.385391499,0.225348698,0,0,328,7,false,357.3262195,0,328,0,,0.999394317,false,0,LOC_Os06g51250,N/A,N/A,18361170,0.045173985,0,0,0,0
LOC_Os07g29330,2.652115865,7.00E-05,0.377057433,0.385138634,0,0,292,7,false,412.8527397,0,292,0,,0.999372535,false,0,LOC_Os07g29330,N/A,N/A,6951666,0.05710273,0,0,0,0
LOC_Os10g28600,2.749985488,2.56E-05,0.363638283,0.189903846,0,0,65,7,false,531.6,0,65,0,,0.999335364,false,0,LOC_Os10g28600,N/A,N/A,1605874,0.08906679,0,0,0,0
LOC_Os03g07580,2.681198119,2.44E-04,0.37296759,0.141426547,0,0,146,7,false,336.0890411,0,146,0,,0.99936149,false,0,LOC_Os03g07580,MEDIUM CONFIDENCE (Unweighted),MEDIUM CONFIDENCE (Unweighted),9465404,0.050212276,1,1,0,0
LOC_Os04g32880,2.594357694,9.71E-05,0.38545186,0.174710379,0,0,207,7,false,397.5169082,0,207,0,,0.999394471,false,0,LOC_Os04g32880,N/A,N/A,4756662,0.050095431,0,0,0,0
LOC_Os02g28830,2.779299936,8.53E-06,0.359802836,0.53769559,0,0,38,7,false,831.0789474,0,38,0,,0.999324231,false,0,LOC_Os02g28830,N/A,N/A,400414,0.149609171,0,0,0,0
LOC_Os01g36840,2.755325942,4.83E-05,0.362933468,0.255327245,0,0,73,7,false,348.4383562,0,73,0,,0.999333336,false,0,LOC_Os01g36840,N/A,N/A,1162244,0.061645048,0,0,0,0
LOC_Os01g68680,2.74917281,1.62E-05,0.363745777,0.440803383,0,0,44,7,false,754.8636364,0,44,0,,0.999335673,false,0,LOC_Os01g68680,MEDIUM CONFIDENCE (Unweighted),N/A,810842,0.127510749,1,0,0,0
LOC_Os03g36930,2.534103442,1.61E-04,0.394616882,0.243490033,0,0,264,7,false,420.219697,0,264,0,,0.999417355,false,0,LOC_Os03g36930,N/A,N/A,9341742,0.047638555,0,0,0,0
LOC_Os02g54690,2.623846288,1.80E-05,0.381119887,0.39823387,0,0,119,7,false,630.2268908,0,119,0,,0.999383271,false,0,LOC_Os02g54690,N/A,N/A,1479650,0.082018075,0,0,0,0
LOC_Os01g45190,2.533871249,1.41E-04,0.394653043,0.247963278,0,0,257,7,false,425.5953307,0,257,0,,0.999417444,false,0,LOC_Os01g45190,N/A,N/A,8505726,0.048237032,0,0,0,0
LOC_Os01g58690,2.696813142,1.22E-04,0.370808042,0.233082707,0,0,77,7,false,530.7792208,0,77,0,,0.999355559,false,0,LOC_Os01g58690,N/A,N/A,7233934,0.079994911,0,0,0,0
LOC_Os03g10140,2.8811749,6.77E-06,0.34708063,0.138427464,0,0,43,7,false,245.8604651,0,43,0,,0.999285539,false,0,LOC_Os03g10140,MEDIUM CONFIDENCE (Unweighted),N/A,248376,0.056909168,1,0,0,0
LOC_Os06g50920,2.643350554,1.14E-04,0.37830775,0.343809808,0,0,338,7,false,377.1449704,0,338,0,,0.999375864,false,0,LOC_Os06g50920,N/A,N/A,10238658,0.051770071,0,0,0,0
LOC_Os12g06670,2.513206014,2.66E-04,0.397898141,0.222412807,0,0,265,7,false,385.4943396,0,265,0,,0.999425292,false,0,LOC_Os12g06670,N/A,N/A,11650110,0.041915227,0,0,0,0
LOC_Os09g37230,2.533232716,1.97E-04,0.394752521,0.251146245,0,0,276,7,false,403.2753623,0,276,0,,0.999417686,false,0,LOC_Os09g37230,N/A,N/A,11360898,0.045413892,0,0,0,0
LOC_Os09g27650,2.99524003,3.86E-06,0.333863059,0.100985222,0,0,29,7,false,191.7241379,0,29,0,,0.999242218,false,0,LOC_Os09g27650,N/A,N/A,120338,0.058797389,0,0,0,0
LOC_Os04g52630,2.781157485,6.91E-05,0.359562522,0.401691199,0,0,310,7,false,290.1258065,0,310,0,,0.999323525,false,0,LOC_Os04g52630,N/A,N/A,6788138,0.053588069,0,0,0,0
LOC_Os03g15880,2.622337029,8.37E-04,0.381339236,0.118496047,0,0,148,7,false,269.0945946,0,148,0,,0.999383845,false,0,LOC_Os03g15880,N/A,N/A,22103242,0.035711083,0,0,0,0
LOC_Os09g15320,2.76525222,1.45E-05,0.361630665,0.239215686,0,0,51,7,false,461.6470588,0,51,0,,0.999329566,false,0,LOC_Os09g15320,N/A,N/A,542466,0.080143655,0,0,0,0
LOC_Os05g25310,2.650374412,5.85E-05,0.377305182,0.279275654,0,0,71,7,false,610.5070423,0,71,0,stearate biosynthesis II (bacteria and plants)//cutin biosynthesis//superpathway of fatty acid biosynthesis II (plant)//suberin monomers biosynthesis//sporopollenin precursors biosynthesis//phosphatidylcholine acyl editing//oleate biosynthesis I (plants)//palmitate biosynthesis II (bacteria and plants)//long-chain fatty acid activation,0.999373196,false,0,LOC_Os05g25310,MEDIUM CONFIDENCE (Weighted),N/A,1458318,0.082633048,0,0,1,0
LOC_Os02g04050,2.558657921,1.28E-04,0.390829892,0.212171267,0,0,215,7,false,429.8790698,0,215,0,,0.99940803,false,0,LOC_Os02g04050,N/A,N/A,5257100,0.050353727,0,0,0,0
LOC_Os05g43610,2.596563534,2.42E-04,0.38512441,0.171597633,0,0,169,7,false,375.2011834,0,169,0,,0.999393633,false,0,LOC_Os05g43610,N/A,N/A,8033384,0.046587805,0,0,0,0
LOC_Os06g30310,2.941603297,2.08E-04,0.339950666,0.048048048,0,0,37,7,false,146.7567568,0,37,0,,0.999262589,false,0,LOC_Os06g30310,MEDIUM CONFIDENCE (Unweighted),N/A,3743128,0.044592538,1,0,0,0
LOC_Os01g70870,2.903929878,9.64E-06,0.344360932,0.106852497,0,0,42,7,false,246.047619,0,42,0,,0.999276897,false,0,LOC_Os01g70870,N/A,N/A,320296,0.06088587,0,0,0,0
